"Classification","Business_Name","Title","Address","Suburb","Postcode","State","Country","Distance","Centre Size","Number of GP's","Phone Number"
"Clinical Services","All Medical Centres","Southern Care Family Practice","903B South Road, Clarence Gardens SA 5039","Clarence Gardens","5039","South Australia","Australia","1127.44","Small","1","(08) 8374 0266"
"Clinical Services","All Medical Centres","Plympton Park Day & Night Surgery","590 - 592 Marion Road, Plympton Park SA 5038","Plympton Park","5038","South Australia","Australia","1127.46","Midsized","6","(08) 8277 0999"
"Clinical Services","All Medical Centres","Hazelwood Clinic Medical Practice","539 Glynburn Road, Hazelwood Park SA 5066","Hazelwood Park","5065","South Australia","Australia","1127.46","Midsized","6","(08) 8431 2799"
"Clinical Services","All Medical Centres","Bedford Medical Clinic","913 South Road, Clarence Gardens SA 5039","Clarence Gardens","5045","South Australia","Australia","1127.53","Midsized","7","(08) 8276 5055"
"Clinical Services","All Medical Centres","Molechecks","1284 South Road, Clovelly Park SA 5042","Clarence Gardens","5045","South Australia","Australia","1127.53","Small","1","(08) 8277 6457"
"Clinical Services","All Medical Centres","Glenunga Medical Centre","535 Portrush Road, Glenunga SA 5064","Glenunga","5064","South Australia","Australia","1127.64","Midsized","7","(08) 8338 5885"
"Clinical Services","All Medical Centres","Glenunga","Unit 4 563 Portrush Road, Glenunga SA 5064","Glenunga","5063","South Australia","Australia","1127.76","Small","1","(08) 8151 0444"
"Clinical Services","All Medical Centres","SunDoctors Glenunga","Suite 9, 311 Glen Osmond Road, Glenunga SA 5064","Glenunga","5064","South Australia","Australia","1127.78","Large","13","(08) 8225 3000"
"Clinical Services","All Medical Centres","Edwardstown","33 Raglan Avenue, Edwardstown SA 5039","Edwardstown","5039","South Australia","Australia","1127.85","Small","2","(08) 7095 7999"
"Clinical Services","All Medical Centres","Ibis Skin Cancer Clinic","501 South Road, Ashford SA 5035","Edwardstown","5039","South Australia","Australia","1127.85","Small","2","(08) 8371 0054"
"Clinical Services","All Medical Centres","Allcare Medical Centre","161 Edward Street, Melrose Park SA 5039","Melrose Park","5039","South Australia","Australia","1127.86","Midsized","10","(08) 8371 1191"
"Clinical Services","All Medical Centres","Beaumont Family Medical Practice","93 Devereux Road, Linden Park SA 5065","Linden Park","5065","South Australia","Australia","1127.88","Small","2","(08) 8379 2040"
"Clinical Services","All Medical Centres","Talunga Clinic Mt Pleasant","28 Hospital Rd, Mount Pleasant SA 5235","Mount Pleasant","5575","South Australia","Australia","1127.89","Small","1",""
"Clinical Services","All Medical Centres","Talunga Clinic","Mount Pleasant Surgery, Hospital Road, Mount Pleasant SA 5235","Mount Pleasant","5575","South Australia","Australia","1127.89","Small","2","(08) 8568 0080"
"Clinical Services","All Medical Centres","Talunga Clinic","Birdwood Surgery, 40 Shannon Street, Birdwood SA 5234","Birdwood","5234","South Australia","Australia","1128.19","Small","2","(08) 8568 5156"
"Clinical Services","All Medical Centres","Malvern Medical Centre Hawthorn","80 Belair Road, Hawthorn SA 5062","Hawthorn","5062","South Australia","Australia","1128.33","Midsized","7","(08) 7129 3094"
"Clinical Services","All Medical Centres","Crafter Health","126 Belair Road, Hawthorn SA 5062","Hawthorn","5062","South Australia","Australia","1128.46","Midsized","6","(08) 8272 5533"
"Clinical Services","All Medical Centres","Stirling Surgery","Suite 1, 548 Portrush Road, Glen Osmond SA 5064","Glen Osmond","5064","South Australia","Australia","1128.49","Small","1","(08) 8339 1222"
"Clinical Services","All Medical Centres","Norton Summit Medical Centre","2 Crescent Drive, Norton Summit SA 5136","Mile End","5136","South Australia","Australia","1128.58","Small","2","(08) 8390 3492"
"Clinical Services","All Medical Centres","Kingswood Practice","65 Belair Road, Kingswood SA 5062","Kingswood","5062","South Australia","Australia","1128.59","Small","1","(08) 8172 2277"
"Clinical Services","All Medical Centres","Daw Park Medical Centre","1 Ormond Avenue, Daw Park SA 5041","Daw Park","5041","South Australia","Australia","1128.64","Small","3","(08) 7089 8388"
"Clinical Services","All Medical Centres","Mitcham General Practice","77 Belair Road, Kingswood SA 5062","Kingswood","5062","South Australia","Australia","1128.69","Small","3","(08) 7089 5506"
"Clinical Services","All Medical Centres","Dr Bhise's Surgery","777 Marion Road, Mitchell Park SA 5043","Ascot Park","5043","South Australia","Australia","1128.71","Small","1","(08) 8276 1959"
"Clinical Services","All Medical Centres","Colonel Light Medical Centre","499 Goodwood Road, Colonel Light Gardens SA 5041","Colonel Light Gardens","5045","South Australia","Australia","1128.81","Small","3","(08) 8276 8933"
"Clinical Services","All Medical Centres","Pro Health Care","105-107 Belair Road, Torrens Park SA 5062","Torrens Park","5062","South Australia","Australia","1128.9","Midsized","10","(08) 8271 2222"
"Clinical Services","All Medical Centres","ProMed Family Clinic","368 Brighton Road, Hove SA 5048","Hove","5048","South Australia","Australia","1128.98","Small","3","(08) 8296 2700"
"Clinical Services","All Medical Centres","Surgery at Hove","368 Brighton Road, Hove SA 5048","Hove","5048","South Australia","Australia","1128.98","Small","1","(08) 8296 2700"
"Clinical Services","All Medical Centres","Re:You","74 Dawes Road, Edwardstown SA 5039","Edwardstown","5039","South Australia","Australia","1129.11","Midsized","5","(08) 8448 1915"
"Clinical Services","All Medical Centres","Mawson Medical Centre","390 Brighton Road, Hove SA 5048","Hove","5048","South Australia","Australia","1129.22","Midsized","7","(08) 8296 8336"
"Clinical Services","All Medical Centres","Clovelly Park","1140 South Rd, Clovelly Park SA 5042","Clovelly Park","5042","South Australia","Australia","1129.44","Small","1","(08) 8276 8955"
"Clinical Services","All Medical Centres","Warradale Medical Centre","Unit 7, 241 Diagonal Road, Warradale SA 5046","Warradale","5046","South Australia","Australia","1129.44","Small","2","(08) 8377 2332"
"Clinical Services","All Medical Centres","The Southern Clinic","1140 South Road, Clovelly Park SA 5042","Clovelly Park","2540","South Australia","Australia","1129.47","Small","4","(08) 8276 9855"
"Clinical Services","All Medical Centres","Trinity Care Family Practice","680 South Road, Glandore SA 5037","Marion","5043","South Australia","Australia","1129.79","Small","1","(08) 8166 2499"
"Clinical Services","All Medical Centres","Marion Domain Medical & Dental Centre","453 Morphett Road, Oaklands Park SA 5046","Oaklands Park","5046","South Australia","Australia","1129.99","Large","17","(08) 8375 7000"
"Clinical Services","All Medical Centres","Kingston Family Clinic","540 Brighton Road, South Brighton SA 5048","South Brighton","5048","South Australia","Australia","1130.37","Midsized","7","(08) 8296 5844"
"Clinical Services","All Medical Centres","Pro Health Care","141 Sturt Road, Dover Gardens SA 5048","Dover Gardens","5048","South Australia","Australia","1130.43","Midsized","7","(08) 8296 8314"
"Clinical Services","All Medical Centres","Flinders Clinic","306 Diagonal Road, Oaklands Park SA 5046","Oaklands Park","5046","South Australia","Australia","1130.6","Midsized","5","(08) 8296 8622"
"Clinical Services","All Medical Centres","Pasadena Medical","16-30 Fiveash Drive, Pasadena SA 5042","Pasadena","5043","South Australia","Australia","1130.81","Small","3","(08) 7324 4585"
"Clinical Services","All Medical Centres","Seacombe Medical Centre","44 Miller Street, Seacombe Gardens SA 5047","Seacombe Gardens","5047","South Australia","Australia","1131.31","Small","4","(08) 8296 0122"
"Clinical Services","All Medical Centres","Belair Family Health Centre","459 Belair Road, Belair SA 5052","Belair","5052","South Australia","Australia","1131.67","Small","4","(08) 8278 8900"
"Clinical Services","All Medical Centres","Belair Medical Clinic","Suite 1, 16 Main Road, Belair SA 5052","Belair","5052","South Australia","Australia","1131.87","Midsized","5","(08) 8279 7600"
"Clinical Services","All Medical Centres","Adelaide Bariatric Centre","Flinders Private Hospital, Suite 502, Level 5, Flinders Drive, Bedford Park SA 5042","Bedford Park","5042","South Australia","Australia","1131.89","Small","1","(08) 8177 1503"
"Clinical Services","All Medical Centres","Health, Counselling and Disability Services","Flinders University, 1 Sturt Road, Bedford Park SA 5042","Bedford Park","5245","South Australia","Australia","1132.38","Small","4","(08) 8201 2118"
"Clinical Services","All Medical Centres","Uraidla Family Practice","1163 Greenhill Road, Uraidla SA 5142","Uraidla","5142","South Australia","Australia","1132.38","Small","3","(08) 8390 3002"
"Clinical Services","All Medical Centres","Integrative Health Solutions","13 Laffers Road, Belair SA 5052","Belair","5152","South Australia","Australia","1132.66","Midsized","10","(08) 7231 1628"
"Clinical Services","All Medical Centres","Lobethal Medical Centre","5 Wattle Street, Lobethal SA 5241","Lobethal","5241","South Australia","Australia","1132.77","Small","1","(08) 8389 6364"
"Clinical Services","All Medical Centres","Blackwood Family Care","Unit 3, 174 Main Road, Blackwood SA 5051","Blackwood","5051","South Australia","Australia","1133.19","Small","3","(08) 8370 2999"
"Clinical Services","All Medical Centres","Dr Jag Aesthetics and Hair Regrow Therapies","Unit 6, 186 Main Road, Blackwood SA 5051","Blackwood","5051","South Australia","Australia","1133.23","Small","1","(08) 7118 3000"
"Clinical Services","All Medical Centres","Russell Clinic","202 Main Road, Blackwood SA 5051","Blackwood","5051","South Australia","Australia","1133.37","Midsized","10","(08) 8278 1111"
"Clinical Services","All Medical Centres","Blackwood Family Medical Centre","356 Shepherds Hill Road, Blackwood SA 5051","Blackwood","5051","South Australia","Australia","1133.76","Midsized","9","(08) 8178 0087"
"Clinical Services","All Medical Centres","The Cove Medical Centre","Shop 4, 121 The Cove Road, Hallett Cove SA 5158","Hallett Cove","5158","South Australia","Australia","1133.85","Small","1","(08) 8387 3000"
"Clinical Services","All Medical Centres","Blackwood Clinic","23 Coromandel Parade, Blackwood SA 5051","Blackwood","5051","South Australia","Australia","1134.07","Midsized","10","(08) 8278 6666"
"Clinical Services","All Medical Centres","Piccadilly Surgery","169 Piccadilly Road, Piccadilly SA 5151","Glenelg","5151","South Australia","Australia","1134.39","Small","4","(08) 8370 9013"
"Clinical Services","All Medical Centres","Hallett Cove Corner Surgery","Unit 5 & 6, 10 Ramrod Avenue, Hallett Cove SA 5158","Hallett Cove","5158","South Australia","Australia","1135.34","Small","4","(08) 8322 2077"
"Clinical Services","All Medical Centres","Hallett Cove Family Practice","Suite 3, 1 Zwerner Drive, Hallett Cove SA 5158","Hallett Cove","5158","South Australia","Australia","1135.36","Midsized","6","(08) 8387 0088"
"Clinical Services","All Medical Centres","Southcare Medical Services","5 Commercial Road, Sheidow Park SA 5158","Sheidow Park","5158","South Australia","Australia","1135.57","Midsized","10","(08) 8322 2455"
"Clinical Services","All Medical Centres","Hill Cove Medical Centre","37 Main South Road, O'halloran Hill SA 5158","O'Halloran Hill","5251","South Australia","Australia","1135.7","Small","2","(08) 7095 6677"
"Clinical Services","All Medical Centres","Flagstaff Hill Medical Centre","1 Ridgway Drive, Flagstaff Hill SA 5159","Flagstaff Hill","5159","South Australia","Australia","1135.78","Midsized","8","(08) 8270 1194"
"Clinical Services","All Medical Centres","Main South Surgery","77 Main South Road, O'halloran Hill SA 5158","O'Halloran Hill","5158","South Australia","Australia","1135.96","Small","4","(08) 8322 5888"
"Clinical Services","All Medical Centres","O'Halloran Medical Centre","107A Main South Road, O'halloran Hill SA 5158","O'Halloran Hill","5158","South Australia","Australia","1136.1","Small","2","(08) 7127 1566"
"Clinical Services","All Medical Centres","Coromandel Medical Clinic","401 Main Road, Coromandel Valley SA 5051","Coromandel Valley","5051","South Australia","Australia","1136.2","Small","1","(08) 8278 8505"
"Clinical Services","All Medical Centres","Stirling Central Health Clinic","14 Druid Avenue, Stirling SA 5152","Stirling","5152","South Australia","Australia","1136.24","Midsized","10","(08) 8370 9777"
"Clinical Services","All Medical Centres","Stirling GP","Shop 18 & 20, 59 Mount Barker Road, Stirling SA 5152","Stirling","5152","South Australia","Australia","1136.28","Small","3","(08) 7089 5174"
"Clinical Services","All Medical Centres","Adelaide Hills Medical Clinic","2 Johnston Street Stirling, Stirling SA 5152","Stirling","5152","South Australia","Australia","1136.45","Midsized","7","(08) 8339 4344"
"Clinical Services","All Medical Centres","Pro Health Care","104 Mount Barker Road, Stirling SA 5152","Stirling","5152","South Australia","Australia","1136.92","Midsized","10","(08) 8339 2677"
"Clinical Services","All Medical Centres","Aberfoyle Park Medical Centre","Cnr Manning & Summerford Rds, Aberfoyle Park SA 5159","Aberfoyle Park","5159","South Australia","Australia","1137.09","Midsized","5","(08) 8270 5211"
"Clinical Services","All Medical Centres","Woodside Country Practice","95 Onkaparinga Valley Road, Woodside SA 5244","Woodside","5244","South Australia","Australia","1137.41","Small","2","(08) 8389 9491"
"Clinical Services","All Medical Centres","Reynella Family Care","216 Old South Road, Old Reynella SA 5161","Old Reynella","5162","South Australia","Australia","1137.64","Midsized","7","(08) 8321 9099"
"Clinical Services","All Medical Centres","Fountain Valley Medical Centre","50 Kenihans Road, Happy Valley SA 5159","Happy Valley","5159","South Australia","Australia","1137.83","Midsized","8","(08) 8322 2824"
